// Arquivo:	SetItemType.txt
// Atualizado:	18:31 05/04/2019
// Descrição: 	Esse arquivo configura os items ancientes, ele contém as seguintes colunas:
//
//	- Seção			Categoria do item 0~15;
//	- Index			Index do item 0~512;
//	- StatType		Tipo do stats do item;
//	- OptionIndex1		Primeira index do anciente (Ver SetItemOption.txt);
//	- OptionIndex2		Segunda index do anciente (Ver SetItemOption.txt);
//	- MixItemLevel1		Primeiro level do do item ancient metal requerido para mix na Chaos Machine;
//	- MixItemLevel2		Segundo level do do item ancient metal requerido para mix na Chaos Machine;
//
//	Seção		Index		StatType	OptionIndex1	OptionIndex2	MixItemLevel1	MixItemLevel2
	10		8		3		7		0		1		2		// 
	10		9		3		9		0		1		2		// 
	10		10		3		21		0		1		2		// 
	10		11		3		23		24		1		2		// 
	10		12		3		25		0		1		2		// 
	10		13		3		27		0		1		2		// 
	10		14		3		29		0		1		2		// 
	10		15		3		0		32		1		2		// 
	10		26		3		0		34		1		2		// 
	10		40		3		35		36		1		2		// 
	10		62		3		39		0		1		2		// 
	10		63		3		40		0		1		2		// 
	10		64		3		41		0		1		2		// 
	10		65		3		42		0		1		2		// 
	10		66		3		43		0		1		2		// 
	10		67		3		44		0		1		2		// 
	10		68		3		45		0		1		2		// 
	10		69		3		46		0		1		2		// 
	10		70		3		47		0		1		2		// 
	10		71		3		48		0		1		2		// 

	11		27		3		54		0 		1		2		// 
	11		37		3		53		0 		1		2		// 
	11		17		3		57		0 		1		2		// Dark Phoenix Boots
	11		18		3		58		0 		1		2		// 
	11		19		3		59		0 		1		2		// 
	11		20		3		60		0 		1		2		// 
	11		38		3		61		0 		1		2		// 
	11		61		3		63		0 		1		2		// 
	11		0		3		3		0		1		2		// 
	11		1		3		11		0		1		2		// 
	11		2		3		14		0		1		2		// 
	11		3		3		0		20		1		2		// 
	11		4		3		15		16		1		2		// 
	11		5		3		1		2		1		2		// 
	11		6		3		6		0		1		2		// 
	11		7		3		17		18		1		2		// 
	11		8		3		7		0		1		2		// 
	11		9		3		9		0		1		2		// 
	11		10		3		21		22		1		2		// 
	11		11		3		24		0		1		2		// 
	11		12		3		25		26		1		2		// 
	11		14		3		29		30		1		2		// 
	11		15		3		31		0		1		2		// 
	11		26		3		0		34		1		2		// 
	11		40		3		0		36		1		2		// 
	11		59		3		38		0		1		2		// 
	11		62		3		39		0		1		2		// 
	11		63		3		40		0		1		2		// 
	11		64		3		41		0		1		2		// 
	11		65		3		42		0		1		2		// 
	11		66		3		43		0		1		2		// 
	11		67		3		44		0		1		2		// 
	11		68		3		45		0		1		2		// 
	11		69		3		46		0		1		2		// 
	11		70		3		47		0		1		2		// 
	11		71		3		48		0		1		2		// 
	11		72		3		49		0		1		2		// 

	13		8		1		1		62		1		2		// Ring of Ice
	13		9 		3		9		33		1		2		// Ring of Poison
	13		12		2		5 		60		1		2		// Pendant of Lightning
	13		13		0		7 		53		1		2		// Pendant of Fire
	13		21		2		19		32		1		2		// 
	13		22		0		21		12		1		2		// Ring of Fire
	13		23		1		9 		63		1		2		// 
	13		24		2		13		35		1		2		// 
	13		25		0		13		34		1		2		// 
	13		26		1		15		59		1		2		// Pendant of Water
	13		27		3		31		58		1		2		// 
	13		28		1		29		0		1		2		// 
end
