//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
32	139	139	1	508	10	0	1390	0	0	0	0	0	0	0	0	0	1390	0	0	0	0	0	0	0	0	0	// Dark Master Mask
32	140	140	1	508	10	0	1400	0	0	0	0	0	0	0	0	0	1400	0	0	0	0	0	0	0	0	0	// Dragon Knight Helm
32	141	141	1	508	10	0	1410	0	0	0	0	0	0	0	0	0	1410	0	0	0	0	0	0	0	0	0	// Venom Mist Helm
32	142	142	1	508	10	0	1420	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	// Sylphid Ray Helm
32	143	143	1	508	10	0	1430	0	0	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	// Sunlight Mask
32	144	144	1	508	10	0	1440	0	0	0	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	// Ashcrow Helm
32	145	145	1	508	10	0	1450	0	0	0	0	0	0	0	0	0	1450	0	0	0	0	0	0	0	0	0	// Eclipse Helm
32	146	146	1	508	10	0	1460	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	// Iris Helm
32	147	147	1	508	10	0	1470	0	0	0	0	0	0	0	0	0	1470	0	0	0	0	0	0	0	0	0	// Glorious Mask
32	148	148	1	508	10	0	1480	0	0	0	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	// Violent Wind Helm
32	149	149	1	508	10	0	1490	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	0	0	0	0	0	// Red Wing Helm
32	150	150	1	508	10	0	1500	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	// Ancient Helm
32	151	151	1	508	10	0	1510	0	0	0	0	0	0	0	0	0	1510	0	0	0	0	0	0	0	0	0	// Demonic Helm
32	152	152	1	508	10	0	1520	0	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	0	0	// Storm Blitz Helm
32	153	153	1	508	18	0	1530	0	0	0	0	0	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	// Lilium Helm
32	154	154	1	508	18	0	1540	0	0	0	0	0	0	0	0	0	1540	0	0	0	0	0	0	0	0	0	// Titan Helm
32	155	155	1	508	18	0	1550	0	0	0	0	0	0	0	0	0	1550	0	0	0	0	0	0	0	0	0	// Brave Helm
32	156	156	1	508	18	0	1560	0	0	0	0	0	0	0	0	0	1560	0	0	0	0	0	0	0	0	0	// Seraphim Helm
32	157	157	1	508	18	0	1570	0	0	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	// Divine Helm
32	158	158	1	508	18	0	1580	0	0	0	0	0	0	0	0	0	1580	0	0	0	0	0	0	0	0	0	// Royal Helm
32	159	159	1	508	18	0	1590	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	// Hades Helm
32	160	160	1	508	18	0	1600	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	// Queen Helm
33	161	161	1	508	18	0	1610	0	0	0	0	0	0	0	0	0	1610	0	0	0	0	0	0	0	0	0	// Lilium Armor
33	162	162	1	508	4	0	1620	0	0	0	0	0	0	0	0	0	1620	0	0	0	0	0	0	0	0	0	// Bronze Armor
33	163	163	1	508	4	0	1630	0	0	0	0	0	0	0	0	0	1630	0	0	0	0	0	0	0	0	0	// Dragon Armor
33	164	164	1	508	4	0	1640	0	0	0	0	0	0	0	0	0	1640	0	0	0	0	0	0	0	0	0	// Pad Armor
33	165	165	1	508	4	0	1650	0	0	0	0	0	0	0	0	0	1650	0	0	0	0	0	0	0	0	0	// Legendary Armor
33	166	166	1	508	4	0	1660	0	0	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	// Bone Armor
33	167	167	1	508	4	0	1670	0	0	0	0	0	0	0	0	0	1670	0	0	0	0	0	0	0	0	0	// Leather Armor
33	168	168	1	508	4	0	1680	0	0	0	0	0	0	0	0	0	1680	0	0	0	0	0	0	0	0	0	// Scale Armor
33	169	169	1	508	4	0	1690	0	0	0	0	0	0	0	0	0	1690	0	0	0	0	0	0	0	0	0	// Sphinx Armor
33	170	170	1	508	4	0	1700	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	// Brass Armor
33	171	171	1	508	4	0	1710	0	0	0	0	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	// Plate Armor
33	172	172	1	508	4	0	1720	0	0	0	0	0	0	0	0	0	1720	0	0	0	0	0	0	0	0	0	// Vine Armor
33	173	173	1	508	4	0	1730	0	0	0	0	0	0	0	0	0	1730	0	0	0	0	0	0	0	0	0	// Silk Armor
33	174	174	1	508	4	0	1740	0	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	// Wind Armor
33	175	175	1	508	4	0	1750	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	0	0	// Spirit Armor
33	176	176	1	508	4	0	1760	0	0	0	0	0	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	// Guardian Armor
33	177	177	1	508	4	0	1770	0	0	0	0	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	// Storm Crow Armor
33	178	178	1	508	8	0	1780	0	0	0	0	0	0	0	0	0	1780	0	0	0	0	0	0	0	0	0	// Black Dragon Armor
33	179	179	1	508	8	0	1790	0	0	0	0	0	0	0	0	0	1790	0	0	0	0	0	0	0	0	0	// Dark Phoenix Armor
33	180	180	1	508	8	0	1800	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	// Grand Soul Armor
33	181	181	1	508	8	0	1810	0	0	0	0	0	0	0	0	0	1810	0	0	0	0	0	0	0	0	0	// Holy Spirit Armor
33	182	182	1	508	8	0	1820	0	0	0	0	0	0	0	0	0	1820	0	0	0	0	0	0	0	0	0	// Thunder Hawk Armor
33	183	183	1	508	8	0	1830	0	0	0	0	0	0	0	0	0	1830	0	0	0	0	0	0	0	0	0	// Great Dragon Armor
33	184	184	1	508	8	0	1840	0	0	0	0	0	0	0	0	0	1840	0	0	0	0	0	0	0	0	0	// Dark Soul Armor
33	185	185	1	508	8	0	1850	0	0	0	0	0	0	0	0	0	1850	0	0	0	0	0	0	0	0	0	// Hurricane Armor
33	186	186	1	508	8	0	1860	0	0	0	0	0	0	0	0	0	1860	0	0	0	0	0	0	0	0	0	// Red Sprit Armor
33	187	187	1	508	8	0	1870	0	0	0	0	0	0	0	0	0	1870	0	0	0	0	0	0	0	0	0	// Light Plate Armor
33	188	188	1	508	8	0	1880	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0	0	// Adamantine Armor
33	189	189	1	508	8	0	1890	0	0	0	0	0	0	0	0	0	1890	0	0	0	0	0	0	0	0	0	// Dark Steel Armor
33	190	190	1	508	8	0	1900	0	0	0	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0	// Dark Master Armor
33	191	191	1	508	8	0	1910	0	0	0	0	0	0	0	0	0	1910	0	0	0	0	0	0	0	0	0	// Dragon Knight Armor
33	192	192	1	508	8	0	1920	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	0	0	0	// Venom Mist Armor
33	193	193	1	508	8	0	1930	0	0	0	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	0	0	// Sylphid Ray Armor
33	194	194	1	508	8	0	1940	0	0	0	0	0	0	0	0	0	1940	0	0	0	0	0	0	0	0	0	// Volcano Armor
33	195	195	1	508	8	0	1950	0	0	0	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	// Sunlight Armor
33	196	196	1	508	8	0	1960	0	0	0	0	0	0	0	0	0	1960	0	0	0	0	0	0	0	0	0	// Ashcrow Armor
33	197	197	1	508	8	0	1970	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	// Eclipse Armor
33	198	198	1	508	8	0	1980	0	0	0	0	0	0	0	0	0	1980	0	0	0	0	0	0	0	0	0	// Iris Armor
33	199	199	1	508	8	0	1990	0	0	0	0	0	0	0	0	0	1990	0	0	0	0	0	0	0	0	0	// Valiant Armor
33	200	200	1	508	8	0	2000	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	// Glorious Armor
33	201	201	1	508	8	0	2010	0	0	0	0	0	0	0	0	0	2010	0	0	0	0	0	0	0	0	0	// Violent Wind Armor
33	202	202	1	508	8	0	2020	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	// Red Wing Armor
33	203	203	1	508	8	0	2030	0	0	0	0	0	0	0	0	0	2030	0	0	0	0	0	0	0	0	0	// Ancient Armor
33	204	204	1	508	8	0	2040	0	0	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	// Demonic Armor
33	205	205	1	508	8	0	2050	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	0	// Storm Blitz Armor
33	206	206	1	508	18	0	2060	0	0	0	0	0	0	0	0	0	2060	0	0	0	0	0	0	0	0	0	// Titan Armor
33	207	207	1	508	18	0	2070	0	0	0	0	0	0	0	0	0	2070	0	0	0	0	0	0	0	0	0	// Brave Armor
33	208	208	1	508	18	0	2080	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	// Phantom Armor
33	209	209	1	508	18	0	2090	0	0	0	0	0	0	0	0	0	2090	0	0	0	0	0	0	0	0	0	// Destroy Armor
33	210	210	1	508	18	0	2100	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0	// Seraphim Armor
33	211	211	1	508	18	0	2110	0	0	0	0	0	0	0	0	0	2110	0	0	0	0	0	0	0	0	0	// Divine Armor
33	212	212	1	508	18	0	2120	0	0	0	0	0	0	0	0	0	2120	0	0	0	0	0	0	0	0	0	// Royal Armor
33	213	213	1	508	18	0	2130	0	0	0	0	0	0	0	0	0	2130	0	0	0	0	0	0	0	0	0	// Hades Armor
33	214	214	1	508	18	0	2140	0	0	0	0	0	0	0	0	0	2140	0	0	0	0	0	0	0	0	0	// Queen Armor
34	216	216	1	508	4	0	2160	0	0	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	// Bronze Pants
34	217	217	1	508	4	0	2170	0	0	0	0	0	0	0	0	0	2170	0	0	0	0	0	0	0	0	0	// Dragon Pants
34	218	218	1	508	4	0	2180	0	0	0	0	0	0	0	0	0	2180	0	0	0	0	0	0	0	0	0	// Pad Pants
34	219	219	1	508	4	0	2190	0	0	0	0	0	0	0	0	0	2190	0	0	0	0	0	0	0	0	0	// Legendary Pants
34	220	220	1	508	4	0	2200	0	0	0	0	0	0	0	0	0	2200	0	0	0	0	0	0	0	0	0	// Bone Pants
34	221	221	1	508	4	0	2210	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	0	// Leather Pants
34	222	222	1	508	4	0	2220	0	0	0	0	0	0	0	0	0	2220	0	0	0	0	0	0	0	0	0	// Scale Pants
34	223	223	1	508	4	0	2230	0	0	0	0	0	0	0	0	0	2230	0	0	0	0	0	0	0	0	0	// Sphinx Pants
34	224	224	1	508	4	0	2240	0	0	0	0	0	0	0	0	0	2240	0	0	0	0	0	0	0	0	0	// Brass Pants
34	225	225	1	508	4	0	2250	0	0	0	0	0	0	0	0	0	2250	0	0	0	0	0	0	0	0	0	// Plate Pants
34	226	226	1	508	4	0	2260	0	0	0	0	0	0	0	0	0	2260	0	0	0	0	0	0	0	0	0	// Vine Pants
34	227	227	1	508	4	0	2270	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	0	0	0	0	0	// Silk Pants
34	228	228	1	508	4	0	2280	0	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	// Wind Pants
34	229	229	1	508	4	0	2290	0	0	0	0	0	0	0	0	0	2290	0	0	0	0	0	0	0	0	0	// Spirit Pants
34	230	230	1	508	4	0	2300	0	0	0	0	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	// Guardian Pants
34	231	231	1	508	4	0	2310	0	0	0	0	0	0	0	0	0	2310	0	0	0	0	0	0	0	0	0	// Storm Crow Pants
34	232	232	1	508	8	0	2320	0	0	0	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	// Black Dragon Pants
34	233	233	1	508	8	0	2330	0	0	0	0	0	0	0	0	0	2330	0	0	0	0	0	0	0	0	0	// Dark Phoenix Pants
34	234	234	1	508	8	0	2340	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0	// Grand Soul Pants
34	235	235	1	508	8	0	2350	0	0	0	0	0	0	0	0	0	2350	0	0	0	0	0	0	0	0	0	// Holy Spirit Pants
34	236	236	1	508	8	0	2360	0	0	0	0	0	0	0	0	0	2360	0	0	0	0	0	0	0	0	0	// Thunder Hawk Pants
34	237	237	1	508	8	0	2370	0	0	0	0	0	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	// Great Dragon Pants
34	238	238	1	508	8	0	2380	0	0	0	0	0	0	0	0	0	2380	0	0	0	0	0	0	0	0	0	// Dark Soul Pants
34	239	239	1	508	8	0	2390	0	0	0	0	0	0	0	0	0	2390	0	0	0	0	0	0	0	0	0	// Hurricane Pants
34	240	240	1	508	8	0	2400	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	// Red Spirit Pants
34	241	241	1	508	8	0	2410	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0	0	0	0	0	// Light Plate Pants
34	242	242	1	508	8	0	2420	0	0	0	0	0	0	0	0	0	2420	0	0	0	0	0	0	0	0	0	// Adamantine Pants
34	243	243	1	508	8	0	2430	0	0	0	0	0	0	0	0	0	2430	0	0	0	0	0	0	0	0	0	// Dark Steel Pants
34	244	244	1	508	8	0	2440	0	0	0	0	0	0	0	0	0	2440	0	0	0	0	0	0	0	0	0	// Dark Master Pants
34	245	245	1	508	8	0	2450	0	0	0	0	0	0	0	0	0	2450	0	0	0	0	0	0	0	0	0	// Dragon Knight Pants
34	246	246	1	508	8	0	2460	0	0	0	0	0	0	0	0	0	2460	0	0	0	0	0	0	0	0	0	// Venom Mist Pants
34	247	247	1	508	8	0	2470	0	0	0	0	0	0	0	0	0	2470	0	0	0	0	0	0	0	0	0	// Sylphid Ray Pants
34	248	248	1	508	8	0	2480	0	0	0	0	0	0	0	0	0	2480	0	0	0	0	0	0	0	0	0	// Volcano Pants
34	249	249	1	508	8	0	2490	0	0	0	0	0	0	0	0	0	2490	0	0	0	0	0	0	0	0	0	// Sunlight Pants
34	250	250	1	508	8	0	2500	0	0	0	0	0	0	0	0	0	2500	0	0	0	0	0	0	0	0	0	// Ashcrow Pants
34	251	251	1	508	8	0	2510	0	0	0	0	0	0	0	0	0	2510	0	0	0	0	0	0	0	0	0	// Eclipse Pants
34	252	252	1	508	8	0	2520	0	0	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	// Iris Pants
34	253	253	1	508	8	0	2530	0	0	0	0	0	0	0	0	0	2530	0	0	0	0	0	0	0	0	0	// Valiant Pants
34	254	254	1	508	8	0	2540	0	0	0	0	0	0	0	0	0	2540	0	0	0	0	0	0	0	0	0	// Glorious Pants
34	255	255	1	508	8	0	2550	0	0	0	0	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	// Violent Wind Pants
34	256	256	1	508	8	0	2560	0	0	0	0	0	0	0	0	0	2560	0	0	0	0	0	0	0	0	0	// Red Wing Pants
34	257	257	1	508	8	0	2570	0	0	0	0	0	0	0	0	0	2570	0	0	0	0	0	0	0	0	0	// Ancient Pants
34	258	258	1	508	8	0	2580	0	0	0	0	0	0	0	0	0	2580	0	0	0	0	0	0	0	0	0	// Demonic Pants
34	259	259	1	508	8	0	2590	0	0	0	0	0	0	0	0	0	2590	0	0	0	0	0	0	0	0	0	// Storm Blitz Pants
34	260	260	1	508	18	0	2600	0	0	0	0	0	0	0	0	0	2600	0	0	0	0	0	0	0	0	0	// Lilium Pants
34	261	261	1	508	18	0	2610	0	0	0	0	0	0	0	0	0	2610	0	0	0	0	0	0	0	0	0	// Titan Pants
34	262	262	1	508	18	0	2620	0	0	0	0	0	0	0	0	0	2620	0	0	0	0	0	0	0	0	0	// Brave Pants
34	263	263	1	508	18	0	2630	0	0	0	0	0	0	0	0	0	2630	0	0	0	0	0	0	0	0	0	// Phantom Pants
34	264	264	1	508	18	0	2640	0	0	0	0	0	0	0	0	0	2640	0	0	0	0	0	0	0	0	0	// Destroy Pants
34	265	265	1	508	18	0	2650	0	0	0	0	0	0	0	0	0	2650	0	0	0	0	0	0	0	0	0	// Seraphim Pants
34	266	266	1	508	18	0	2660	0	0	0	0	0	0	0	0	0	2660	0	0	0	0	0	0	0	0	0	// Divine Pants
34	267	267	1	508	18	0	2670	0	0	0	0	0	0	0	0	0	2670	0	0	0	0	0	0	0	0	0	// Royal Pants
34	268	268	1	508	18	0	2680	0	0	0	0	0	0	0	0	0	2680	0	0	0	0	0	0	0	0	0	// Hades Pants
34	269	269	1	508	18	0	2690	0	0	0	0	0	0	0	0	0	2690	0	0	0	0	0	0	0	0	0	// Queen Pants
35	270	270	1	508	4	0	2700	0	0	0	0	0	0	0	0	0	2700	0	0	0	0	0	0	0	0	0	// Bronze Gloves
35	271	271	1	508	4	0	2710	0	0	0	0	0	0	0	0	0	2710	0	0	0	0	0	0	0	0	0	// Dragon Gloves
35	272	272	1	508	4	0	2720	0	0	0	0	0	0	0	0	0	2720	0	0	0	0	0	0	0	0	0	// Pad Gloves
35	273	273	1	508	4	0	2730	0	0	0	0	0	0	0	0	0	2730	0	0	0	0	0	0	0	0	0	// Legendary Gloves
35	274	274	1	508	4	0	2740	0	0	0	0	0	0	0	0	0	2740	0	0	0	0	0	0	0	0	0	// Bone Gloves
35	275	275	1	508	4	0	2750	0	0	0	0	0	0	0	0	0	2750	0	0	0	0	0	0	0	0	0	// Leather Gloves
35	276	276	1	508	4	0	2760	0	0	0	0	0	0	0	0	0	2760	0	0	0	0	0	0	0	0	0	// Scale Gloves
35	277	277	1	508	4	0	2770	0	0	0	0	0	0	0	0	0	2770	0	0	0	0	0	0	0	0	0	// Sphinx Gloves
35	278	278	1	508	4	0	2780	0	0	0	0	0	0	0	0	0	2780	0	0	0	0	0	0	0	0	0	// Brass Gloves
35	279	279	1	508	4	0	2790	0	0	0	0	0	0	0	0	0	2790	0	0	0	0	0	0	0	0	0	// Plate Gloves
35	280	280	1	508	4	0	2800	0	0	0	0	0	0	0	0	0	2800	0	0	0	0	0	0	0	0	0	// Vine Gloves
35	281	281	1	508	4	0	2810	0	0	0	0	0	0	0	0	0	2810	0	0	0	0	0	0	0	0	0	// Silk Gloves
35	282	282	1	508	4	0	2820	0	0	0	0	0	0	0	0	0	2820	0	0	0	0	0	0	0	0	0	// Wind Gloves
35	283	283	1	508	4	0	2830	0	0	0	0	0	0	0	0	0	2830	0	0	0	0	0	0	0	0	0	// Spirit Gloves
35	284	284	1	508	4	0	2840	0	0	0	0	0	0	0	0	0	2840	0	0	0	0	0	0	0	0	0	// Guardian Gloves
35	285	285	1	508	4	0	2850	0	0	0	0	0	0	0	0	0	2850	0	0	0	0	0	0	0	0	0	// Storm Crow Gloves
35	286	286	1	508	8	0	2860	0	0	0	0	0	0	0	0	0	2860	0	0	0	0	0	0	0	0	0	// Dark Phoenix Gloves
35	287	287	1	508	8	0	2870	0	0	0	0	0	0	0	0	0	2870	0	0	0	0	0	0	0	0	0	// Grand Soul Gloves
35	288	288	1	508	8	0	2880	0	0	0	0	0	0	0	0	0	2880	0	0	0	0	0	0	0	0	0	// Holy Spirit Gloves
35	289	289	1	508	8	0	2890	0	0	0	0	0	0	0	0	0	2890	0	0	0	0	0	0	0	0	0	// Thunder Hawk Gloves
35	290	290	1	508	8	0	2900	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	0	0	0	0	0	// Great Dragon Gloves
35	291	291	1	508	8	0	2910	0	0	0	0	0	0	0	0	0	2910	0	0	0	0	0	0	0	0	0	// Dark Soul Gloves
35	292	292	1	508	8	0	2920	0	0	0	0	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	// Hurricane Gloves
35	293	293	1	508	8	0	2930	0	0	0	0	0	0	0	0	0	2930	0	0	0	0	0	0	0	0	0	// Red Spirit Gloves
35	294	294	1	508	8	0	2940	0	0	0	0	0	0	0	0	0	2940	0	0	0	0	0	0	0	0	0	// Light Plate Gloves
35	295	295	1	508	8	0	2950	0	0	0	0	0	0	0	0	0	2950	0	0	0	0	0	0	0	0	0	// Adamantine Gloves
35	296	296	1	508	8	0	2960	0	0	0	0	0	0	0	0	0	2960	0	0	0	0	0	0	0	0	0	// Dark Steel Gloves
35	297	297	1	508	8	0	2970	0	0	0	0	0	0	0	0	0	2970	0	0	0	0	0	0	0	0	0	// Dark Master Gloves
35	298	298	1	508	8	0	2980	0	0	0	0	0	0	0	0	0	2980	0	0	0	0	0	0	0	0	0	// Dragon Knight Gloves
35	299	299	1	508	8	0	2990	0	0	0	0	0	0	0	0	0	2990	0	0	0	0	0	0	0	0	0	// Venom Mist Gloves
