//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1350	1350	8	3608	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Spirit Helm (1 UN)
1360	1360	8	3609	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Light Plate Mask (1 UN)
1370	1370	10	3610	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Adamantine Mask (1 UN)
1380	1380	10	3611	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Steel Mask (1 UN)
1390	1390	10	3612	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Master Mask (1 UN)
1400	1400	10	3613	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Knight Helm (1 UN)
1410	1410	10	3614	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Venom Mist Helm (1 UN)
1420	1420	10	3615	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sylphid Ray Helm (1 UN)
1430	1430	10	3617	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Mask (1 UN)
1440	1440	10	3618	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ashcrow Helm (1 UN)
1450	1450	10	3619	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Eclipse Helm (1 UN)
1460	1460	10	3620	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Iris Helm (1 UN)
1470	1470	10	3622	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Glorious Mask (1 UN)
1480	1480	10	3623	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Violent Wind Helm (1 UN)
1490	1490	10	3624	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Wing Helm (1 UN)
1500	1500	10	3625	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ancient Helm (1 UN)
1510	1510	10	3626	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Demonic Helm (1 UN)
1520	1520	10	3627	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Blitz Helm (1 UN)
1530	1530	18	3628	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Lilium Helm (1 UN)
1540	1540	18	3629	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Titan Helm (1 UN)
1550	1550	18	3630	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Brave Helm (1 UN)
1560	1560	18	3633	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Seraphim Helm (1 UN)
1570	1570	18	3634	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Divine Helm (1 UN)
1580	1580	18	3635	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Royal Helm (1 UN)
1590	1590	18	3636	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Hades Helm (1 UN)
1600	1600	18	3637	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Queen Helm (1 UN)
1610	1610	18	4140	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Lilium Armor (1 UN)
1620	1620	4	4096	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Armor (1 UN)
1630	1630	4	4097	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Armor (1 UN)
1640	1640	4	4098	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pad Armor (1 UN)
1650	1650	4	4099	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Legendary Armor (1 UN)
1660	1660	4	4100	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bone Armor (1 UN)
1670	1670	4	4101	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Leather Armor (1 UN)
1680	1680	4	4102	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Scale Armor (1 UN)
1690	1690	4	4103	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sphinx Armor (1 UN)
1700	1700	4	4104	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Brass Armor (1 UN)
1710	1710	4	4105	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Plate Armor (1 UN)
1720	1720	4	4106	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Vine Armor (1 UN)
1730	1730	4	4107	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Silk Armor (1 UN)
1740	1740	4	4108	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Wind Armor (1 UN)
1750	1750	4	4109	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Spirit Armor (1 UN)
1760	1760	4	4110	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Guardian Armor (1 UN)
1770	1770	4	4111	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Crow Armor (1 UN)
1780	1780	8	4112	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Black Dragon Armor (1 UN)
1790	1790	8	4113	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Phoenix Armor (1 UN)
1800	1800	8	4114	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Grand Soul Armor (1 UN)
1810	1810	8	4115	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Holy Spirit Armor (1 UN)
1820	1820	8	4116	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Thunder Hawk Armor (1 UN)
1830	1830	8	4117	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Great Dragon Armor (1 UN)
1840	1840	8	4118	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Soul Armor (1 UN)
1850	1850	8	4119	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Hurricane Armor (1 UN)
1860	1860	8	4120	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Sprit Armor (1 UN)
1870	1870	8	4121	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Light Plate Armor (1 UN)
1880	1880	8	4122	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Adamantine Armor (1 UN)
1890	1890	8	4123	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Steel Armor (1 UN)
1900	1900	8	4124	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Master Armor (1 UN)
1910	1910	8	4125	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Knight Armor (1 UN)
1920	1920	8	4126	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Venom Mist Armor (1 UN)
1930	1930	8	4127	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sylphid Ray Armor (1 UN)
1940	1940	8	4128	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Volcano Armor (1 UN)
1950	1950	8	4129	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Armor (1 UN)
1960	1960	8	4130	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ashcrow Armor (1 UN)
1970	1970	8	4131	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Eclipse Armor (1 UN)
1980	1980	8	4132	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Iris Armor (1 UN)
1990	1990	8	4133	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Valiant Armor (1 UN)
2000	2000	8	4134	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Glorious Armor (1 UN)
2010	2010	8	4135	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Violent Wind Armor (1 UN)
2020	2020	8	4136	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Wing Armor (1 UN)
2030	2030	8	4137	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ancient Armor (1 UN)
2040	2040	8	4138	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Demonic Armor (1 UN)
2050	2050	8	4139	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Blitz Armor (1 UN)
2060	2060	18	4141	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Titan Armor (1 UN)
2070	2070	18	4142	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Brave Armor (1 UN)
2080	2080	18	4143	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Phantom Armor (1 UN)
2090	2090	18	4144	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Destroy Armor (1 UN)
2100	2100	18	4145	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Seraphim Armor (1 UN)
2110	2110	18	4146	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Divine Armor (1 UN)
2120	2120	18	4147	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Royal Armor (1 UN)
2130	2130	18	4148	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Hades Armor (1 UN)
2140	2140	18	4149	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Queen Armor (1 UN)
2150	2150	18	1043	15	1	1	7	63	0	0	0	254	254	254	255	255	255	0	// Mace of the King (1 UN)
2160	2160	4	4608	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Pants (1 UN)
2170	2170	4	4609	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Pants (1 UN)
2180	2180	4	4610	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pad Pants (1 UN)
2190	2190	4	4611	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Legendary Pants (1 UN)
2200	2200	4	4612	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bone Pants (1 UN)
2210	2210	4	4613	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Leather Pants (1 UN)
2220	2220	4	4614	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Scale Pants (1 UN)
2230	2230	4	4615	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sphinx Pants (1 UN)
2240	2240	4	4616	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Brass Pants (1 UN)
2250	2250	4	4617	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Plate Pants (1 UN)
2260	2260	4	4618	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Vine Pants (1 UN)
2270	2270	4	4619	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Silk Pants (1 UN)
2280	2280	4	4620	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Wind Pants (1 UN)
2290	2290	4	4621	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Spirit Pants (1 UN)
2300	2300	4	4622	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Guardian Pants (1 UN)
2310	2310	4	4623	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Crow Pants (1 UN)
2320	2320	8	4624	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Black Dragon Pants (1 UN)
2330	2330	8	4625	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Phoenix Pants (1 UN)
2340	2340	8	4626	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Grand Soul Pants (1 UN)
2350	2350	8	4627	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Holy Spirit Pants (1 UN)
2360	2360	8	4628	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Thunder Hawk Pants (1 UN)
2370	2370	8	4629	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Great Dragon Pants (1 UN)
2380	2380	8	4630	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Soul Pants (1 UN)
2390	2390	8	4631	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Hurricane Pants (1 UN)
2400	2400	8	4632	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Spirit Pants (1 UN)
2410	2410	8	4633	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Light Plate Pants (1 UN)
2420	2420	8	4634	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Adamantine Pants (1 UN)
2430	2430	8	4635	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Steel Pants (1 UN)
2440	2440	8	4636	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Master Pants (1 UN)
2450	2450	8	4637	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Knight Pants (1 UN)
2460	2460	8	4638	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Venom Mist Pants (1 UN)
2470	2470	8	4639	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sylphid Ray Pants (1 UN)
2480	2480	8	4640	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Volcano Pants (1 UN)
2490	2490	8	4641	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Pants (1 UN)
2500	2500	8	4642	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ashcrow Pants (1 UN)
2510	2510	8	4643	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Eclipse Pants (1 UN)
2520	2520	8	4644	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Iris Pants (1 UN)
2530	2530	8	4645	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Valiant Pants (1 UN)
2540	2540	8	4646	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Glorious Pants (1 UN)
2550	2550	8	4647	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Violent Wind Pants (1 UN)
2560	2560	8	4648	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Wing Pants (1 UN)
2570	2570	8	4649	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ancient Pants (1 UN)
2580	2580	8	4650	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Demonic Pants (1 UN)
2590	2590	8	4651	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Blitz Pants (1 UN)
2600	2600	18	4652	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Lilium Pants (1 UN)
2610	2610	18	4653	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Titan Pants (1 UN)
2620	2620	18	4654	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Brave Pants (1 UN)
2630	2630	18	4655	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Phantom Pants (1 UN)
2640	2640	18	4656	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Destroy Pants (1 UN)
2650	2650	18	4657	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Seraphim Pants (1 UN)
2660	2660	18	4658	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Divine Pants (1 UN)
2670	2670	18	4659	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Royal Pants (1 UN)
2680	2680	18	4660	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Hades Pants (1 UN)
2690	2690	18	4661	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Queen Pants (1 UN)
2700	2700	4	5120	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Gloves (1 UN)
2710	2710	4	5121	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Gloves (1 UN)
2720	2720	4	5122	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pad Gloves (1 UN)
2730	2730	4	5123	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Legendary Gloves (1 UN)
2740	2740	4	5124	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bone Gloves (1 UN)
2750	2750	4	5125	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Leather Gloves (1 UN)
2760	2760	4	5126	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Scale Gloves (1 UN)
2770	2770	4	5127	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sphinx Gloves (1 UN)
2780	2780	4	5128	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Brass Gloves (1 UN)
2790	2790	4	5129	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Plate Gloves (1 UN)
2800	2800	4	5130	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Vine Gloves (1 UN)
2810	2810	4	5131	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Silk Gloves (1 UN)
2820	2820	4	5132	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Wind Gloves (1 UN)
2830	2830	4	5133	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Spirit Gloves (1 UN)
2840	2840	4	5134	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Guardian Gloves (1 UN)
2850	2850	4	5135	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Crow Gloves (1 UN)
2860	2860	8	5137	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Phoenix Gloves (1 UN)
2870	2870	8	5138	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Grand Soul Gloves (1 UN)
2880	2880	8	5139	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Holy Spirit Gloves (1 UN)
2890	2890	8	5140	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Thunder Hawk Gloves (1 UN)
2900	2900	8	5141	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Great Dragon Gloves (1 UN)
2910	2910	8	5142	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Soul Gloves (1 UN)
2920	2920	8	5143	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Hurricane Gloves (1 UN)
2930	2930	8	5144	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Spirit Gloves (1 UN)
2940	2940	8	5145	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Light Plate Gloves (1 UN)
2950	2950	8	5146	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Adamantine Gloves (1 UN)
2960	2960	8	5147	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Steel Gloves (1 UN)
2970	2970	8	5148	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Master Gloves (1 UN)
2980	2980	8	5149	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Knight Gloves (1 UN)
2990	2990	8	5150	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Venom Mist Gloves (1 UN)
3000	3000	8	5151	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sylphid Ray Gloves (1 UN)
3010	3010	8	5152	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Volcano Gloves (1 UN)
3020	3020	8	5153	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sunlight Gloves (1 UN)
3030	3030	8	5154	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ashcrow Gloves (1 UN)
3040	3040	8	5155	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Eclipse Gloves (1 UN)
3050	3050	8	5156	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Iris Gloves (1 UN)
3060	3060	8	5157	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Valiant Gloves (1 UN)
3070	3070	8	5158	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Glorious Gloves (1 UN)
3080	3080	8	5159	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Violent Wind Gloves (1 UN)
3090	3090	8	5160	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Wing Gloves (1 UN)
3100	3100	8	5161	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ancient Gloves (1 UN)
3110	3110	8	5162	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Demonic Gloves (1 UN)
3120	3120	8	5163	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Blitz Gloves (1 UN)
3130	3130	18	5164	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Lilium Gloves (1 UN)
3140	3140	18	5165	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Titan Gloves (1 UN)
3150	3150	18	5166	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Brave Gloves (1 UN)
3160	3160	18	5167	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Phantom Gloves (1 UN)
3170	3170	18	5169	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Seraphim Gloves (1 UN)
3180	3180	18	5170	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Divine Gloves (1 UN)
3190	3190	18	5171	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Royal Gloves (1 UN)
3200	3200	18	5172	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Hades Gloves (1 UN)
3210	3210	18	5173	15	1	1	7	63	0	0	0	254	254	254	255	255	0	0	// Queen Gloves (1 UN)
3220	3220	18	26	15	1	1	7	63	0	0	0	254	254	254	255	255	255	0	// Flameberge (1 UN)
3230	3230	4	5632	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Boots (1 UN)
3240	3240	4	5633	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Boots (1 UN)
3250	3250	4	5634	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pad Boots (1 UN)
3260	3260	4	5635	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Legendary Boots (1 UN)
3270	3270	4	5636	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bone Boots (1 UN)
3280	3280	4	5637	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Leather Boots (1 UN)
3290	3290	4	5638	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Scale Boots (1 UN)
3300	3300	4	5639	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sphinx Boots (1 UN)
3310	3310	4	5640	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Brass Boots (1 UN)
3320	3320	4	5641	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Plate Boots (1 UN)
3330	3330	4	5642	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Vine Boots (1 UN)
3340	3340	4	5643	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Silk Boots (1 UN)
3350	3350	4	5644	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Wind Boots (1 UN)
3360	3360	4	5645	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Spirit Boots (1 UN)
3370	3370	4	5646	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Guardian Boots (1 UN)
3380	3380	4	5647	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Crow Boots (1 UN)
3390	3390	8	5648	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Black Dragon Boots (1 UN)
3400	3400	8	5649	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Phoenix Boots (1 UN)
